TICKER,CNAME,ACTDATS,ESTIMATOR,ANALYS,FPI,MEASURE,VALUE,ANNDATS,REVDATS,FPEDATS,ANNDATS_ACT,ACTUAL
AAPL,APPLE COMPUTER,20041207,308,1924,6,EPS,0.008,20041207,20041207,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20041214,2427,70850,6,EPS,0.0082,20041214,20050111,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20041220,1460,91167,6,EPS,0.008,20041220,20050107,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20041220,308,1924,6,EPS,0.0086,20041220,20050112,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20041221,100,85160,6,EPS,0.0098,20041221,20050112,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20041221,2334,56181,6,EPS,0.0084,20041221,20050112,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050104,873,72446,6,EPS,0.0087,20050104,20050104,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050105,118,70648,6,EPS,0.0091,20050105,20050112,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050107,104,78117,6,EPS,0.0089,20050107,20050112,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050111,16,10014,6,EPS,0.0095,20050110,20050111,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050111,1460,91167,6,EPS,0.0084,20050111,20050111,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050111,191,70706,6,EPS,0.0093,20050111,20050112,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050112,2427,70850,6,EPS,0.0087,20050112,20050112,20041231,20050112,0.0125
AAPL,APPLE COMPUTER,20050112,2427,70850,6,EPS,0.0059,20050112,20050112,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,1872,70745,6,EPS,0.008,20050112,20050113,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,1460,91167,6,EPS,0.0073,20050113,20050113,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,2142,75007,6,EPS,0.0075,20050113,20050113,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,28,1997,6,EPS,0.0077,20050113,20050113,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,104,78117,6,EPS,0.0077,20050113,20050113,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,192,10163,6,EPS,0.0075,20050113,20050113,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,2334,56181,6,EPS,0.0075,20050113,20050204,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,899,10362,6,EPS,0.0077,20050113,20050210,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,2427,70850,6,EPS,0.0071,20050113,20050214,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,873,72446,6,EPS,0.0077,20050113,20050222,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,100,85160,6,EPS,0.0073,20050113,20050223,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,16,10014,6,EPS,0.008,20050113,20050223,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,191,70706,6,EPS,0.0071,20050113,20050223,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,308,1924,6,EPS,0.0084,20050113,20050223,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,220,59325,6,EPS,0.0071,20050113,20050302,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,183,8065,6,EPS,0.0077,20050113,20050304,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050113,118,70648,6,EPS,0.0079,20050113,20050316,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050114,464,1047,6,EPS,0.0068,20050114,20050120,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050118,2191,108352,6,EPS,0.0073,20050118,20050118,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050121,104,78117,6,EPS,0.0084,20050121,20050225,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050121,28,1997,6,EPS,0.0086,20050121,20050408,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050131,2142,75007,6,EPS,0.008,20050131,20050131,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050214,1460,91167,6,EPS,0.0079,20050214,20050215,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050216,2427,70850,6,EPS,0.0079,20050216,20050309,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050222,899,10362,6,EPS,0.008,20050222,20050222,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050224,873,72446,6,EPS,0.008,20050224,20050224,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050224,464,1047,6,EPS,0.0077,20050224,20050224,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050225,191,70706,6,EPS,0.0079,20050225,20050413,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050228,2142,75007,6,EPS,0.0082,20050228,20050228,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050228,1872,70745,6,EPS,0.0082,20050228,20050228,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050301,16,10014,6,EPS,0.0082,20050301,20050301,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050304,16,10014,6,EPS,0.0089,20050303,20050412,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050307,183,8065,6,EPS,0.0079,20050307,20050317,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050308,220,59325,6,EPS,0.0075,20050308,20050412,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050310,899,10362,6,EPS,0.0082,20050310,20050310,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050311,1872,70745,6,EPS,0.0093,20050310,20050329,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050311,2334,56181,6,EPS,0.0082,20050311,20050311,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050314,873,72446,6,EPS,0.0086,20050314,20050401,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050315,100,85160,6,EPS,0.0089,20050315,20050315,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050315,2427,70850,6,EPS,0.0082,20050315,20050405,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050317,118,70648,6,EPS,0.0086,20050317,20050406,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050318,192,10163,6,EPS,0.0086,20050318,20050318,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050321,183,8065,6,EPS,0.0075,20050321,20050321,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050322,183,8065,6,EPS,0.0079,20050321,20050408,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050328,1460,91167,6,EPS,0.0082,20050328,20050328,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050328,899,10362,6,EPS,0.0086,20050328,20050404,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050404,308,1924,6,EPS,0.0104,20050404,20050404,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050406,118,70648,6,EPS,0.0096,20050406,20050413,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050407,104,78117,6,EPS,0.0089,20050407,20050407,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050411,2427,70850,6,EPS,0.0089,20050411,20050411,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050411,1460,91167,6,EPS,0.0086,20050411,20050411,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050411,2191,1032,6,EPS,0.0082,20050411,20050411,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050411,873,72446,6,EPS,0.0093,20050411,20050411,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050412,2334,56181,6,EPS,0.0089,20050412,20050412,20050331,20050413,0.0121
AAPL,APPLE COMPUTER,20050414,192,10163,6,EPS,0.0114,20050413,20050623,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,100,85160,6,EPS,0.01,20050414,20050414,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,464,1047,6,EPS,0.0107,20050414,20050414,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,2191,1032,6,EPS,0.01,20050414,20050414,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,28,1997,6,EPS,0.0111,20050414,20050414,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,183,8065,6,EPS,0.0104,20050414,20050418,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,2142,75007,6,EPS,0.0107,20050414,20050504,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,220,59325,6,EPS,0.01,20050414,20050511,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,191,70706,6,EPS,0.0104,20050414,20050603,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,104,78117,6,EPS,0.0104,20050414,20050607,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,1872,70745,6,EPS,0.0107,20050414,20050607,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,2334,56181,6,EPS,0.0107,20050414,20050608,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,873,72446,6,EPS,0.0107,20050414,20050629,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,2427,70850,6,EPS,0.0107,20050414,20050629,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,118,70648,6,EPS,0.0107,20050414,20050707,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,1460,91167,6,EPS,0.0107,20050414,20050712,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,16,10014,6,EPS,0.0107,20050414,20050712,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,308,1924,6,EPS,0.0107,20050414,20050712,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050414,899,10362,6,EPS,0.0107,20050414,20050713,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050418,464,1047,6,EPS,0.0111,20050418,20050627,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050425,100,85160,6,EPS,0.0111,20050425,20050711,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050526,220,59325,6,EPS,0.0111,20050526,20050711,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050607,2142,75007,6,EPS,0.0118,20050607,20050607,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050607,183,8065,6,EPS,0.0107,20050607,20050708,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050622,1872,70745,6,EPS,0.0114,20050621,20050622,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050705,104,78117,6,EPS,0.0121,20050705,20050705,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050705,873,72446,6,EPS,0.0114,20050705,20050705,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050706,2427,70850,6,EPS,0.0121,20050706,20050708,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050707,191,70706,6,EPS,0.0111,20050707,20050707,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050708,118,70648,6,EPS,0.0114,20050707,20050714,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050708,192,10163,6,EPS,0.0121,20050708,20050708,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20050711,2334,56181,6,EPS,0.0114,20050711,20050711,20050630,20050713,0.0132
AAPL,APPLE COMPUTER,20041014,1872,70745,1,EPS,0.0204,20041013,20041027,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,2191,108352,1,EPS,0.0214,20041014,20041014,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,464,1047,1,EPS,0.0205,20041014,20041014,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,192,10163,1,EPS,0.0223,20041014,20041014,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,191,70706,1,EPS,0.022,20041014,20041014,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,28,1997,1,EPS,0.0232,20041014,20041014,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,183,8065,1,EPS,0.0214,20041014,20041015,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,308,1924,1,EPS,0.0212,20041014,20041025,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,873,72446,1,EPS,0.0229,20041014,20041027,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,2142,75007,1,EPS,0.0239,20041014,20041027,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,220,59325,1,EPS,0.023,20041014,20041027,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,100,85160,1,EPS,0.0209,20041014,20041027,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,104,78117,1,EPS,0.0209,20041014,20041028,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,1460,91167,1,EPS,0.0207,20041014,20041102,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,2334,56181,1,EPS,0.0214,20041014,20041108,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,899,10362,1,EPS,0.0232,20041014,20041122,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041014,16,10014,1,EPS,0.0196,20041014,20050110,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041015,11,938,1,EPS,0.0236,20041015,20041019,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041027,183,8065,1,EPS,0.0218,20041027,20041105,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041027,308,1924,1,EPS,0.0218,20041027,20041202,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041101,28,1997,1,EPS,0.0277,20041101,20041101,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041105,104,78117,1,EPS,0.0241,20041105,20041105,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041108,183,8065,1,EPS,0.0246,20041108,20041109,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041116,873,72446,1,EPS,0.0264,20041116,20041116,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041122,2142,75007,1,EPS,0.0295,20041122,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041122,220,59325,1,EPS,0.0271,20041122,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041123,464,1047,1,EPS,0.0268,20041123,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041126,11,938,1,EPS,0.0248,20041126,20041126,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041129,2191,108352,1,EPS,0.0232,20041111,20041129,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041129,191,70706,1,EPS,0.0286,20041128,20041129,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041129,183,8065,1,EPS,0.0259,20041129,20041211,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041129,899,10362,1,EPS,0.0241,20041129,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041130,2191,108352,1,EPS,0.0252,20041130,20041130,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041206,28,1997,1,EPS,0.033,20041205,20041206,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041206,873,72446,1,EPS,0.0302,20041206,20041206,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041206,104,78117,1,EPS,0.028,20041206,20041206,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041206,118,70648,1,EPS,0.027,20041206,20050105,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041206,1872,70745,1,EPS,0.0271,20041206,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041207,308,1924,1,EPS,0.0273,20041207,20041207,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041214,2427,70850,1,EPS,0.0259,20041214,20050111,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041217,2191,108352,1,EPS,0.0266,20041217,20041217,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041220,1460,91167,1,EPS,0.0252,20041220,20041220,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041220,308,1924,1,EPS,0.0291,20041220,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041221,2334,56181,1,EPS,0.0271,20041221,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20041221,100,85160,1,EPS,0.0266,20041221,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050104,873,72446,1,EPS,0.0305,20050104,20050104,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050105,118,70648,1,EPS,0.0289,20050105,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050107,1460,91167,1,EPS,0.0254,20050107,20050107,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050107,104,78117,1,EPS,0.03,20050107,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050111,16,10014,1,EPS,0.0295,20050110,20050111,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050111,1460,91167,1,EPS,0.0257,20050111,20050111,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050111,191,70706,1,EPS,0.0293,20050111,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050112,2427,70850,1,EPS,0.0277,20050112,20050112,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,1872,70745,1,EPS,0.0339,20050112,20050228,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,104,78117,1,EPS,0.0354,20050113,20050113,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,1460,91167,1,EPS,0.0323,20050113,20050113,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,2142,75007,1,EPS,0.0379,20050113,20050113,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,192,10163,1,EPS,0.0379,20050113,20050113,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,28,1997,1,EPS,0.0375,20050113,20050113,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,2334,56181,1,EPS,0.0366,20050113,20050204,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,899,10362,1,EPS,0.0361,20050113,20050210,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,2427,70850,1,EPS,0.0348,20050113,20050214,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,873,72446,1,EPS,0.0382,20050113,20050222,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,191,70706,1,EPS,0.0334,20050113,20050223,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,220,59325,1,EPS,0.0348,20050113,20050223,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,16,10014,1,EPS,0.0384,20050113,20050223,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,308,1924,1,EPS,0.0364,20050113,20050223,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,100,85160,1,EPS,0.0366,20050113,20050223,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,183,8065,1,EPS,0.0357,20050113,20050307,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050113,118,70648,1,EPS,0.0384,20050113,20050310,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050114,464,1047,1,EPS,0.033,20050114,20050120,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050114,11,938,1,EPS,0.0368,20050114,20050215,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050118,2191,108352,1,EPS,0.0346,20050118,20050118,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050121,104,78117,1,EPS,0.0361,20050121,20050121,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050121,28,1997,1,EPS,0.0402,20050121,20050408,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050131,2142,75007,1,EPS,0.0386,20050131,20050228,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050214,1460,91167,1,EPS,0.0361,20050214,20050215,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050216,2427,70850,1,EPS,0.0366,20050216,20050224,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050222,899,10362,1,EPS,0.0371,20050222,20050310,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050224,464,1047,1,EPS,0.0366,20050224,20050224,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050224,873,72446,1,EPS,0.0398,20050224,20050224,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050225,104,78117,1,EPS,0.0371,20050225,20050225,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050225,191,70706,1,EPS,0.0377,20050225,20050302,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050301,16,10014,1,EPS,0.0386,20050301,20050301,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050302,220,59325,1,EPS,0.035,20050302,20050302,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050304,16,10014,1,EPS,0.0418,20050303,20050412,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050304,2427,70850,1,EPS,0.0368,20050304,20050309,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050307,183,8065,1,EPS,0.0375,20050307,20050317,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050308,220,59325,1,EPS,0.0371,20050308,20050412,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050311,1872,70745,1,EPS,0.0396,20050310,20050329,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050311,2334,56181,1,EPS,0.0375,20050311,20050311,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050314,873,72446,1,EPS,0.0411,20050314,20050401,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050314,191,70706,1,EPS,0.0379,20050314,20050413,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050315,100,85160,1,EPS,0.0411,20050315,20050315,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050315,2427,70850,1,EPS,0.0371,20050315,20050405,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050317,118,70648,1,EPS,0.04,20050317,20050406,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050318,192,10163,1,EPS,0.0421,20050318,20050318,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050321,11,938,1,EPS,0.0382,20050321,20050321,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050321,183,8065,1,EPS,0.0357,20050321,20050321,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050322,183,8065,1,EPS,0.0375,20050321,20050408,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050328,899,10362,1,EPS,0.0382,20050328,20050404,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050328,1460,91167,1,EPS,0.0375,20050328,20050411,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050404,308,1924,1,EPS,0.0411,20050404,20050404,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050406,118,70648,1,EPS,0.0425,20050406,20050413,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050407,104,78117,1,EPS,0.0389,20050407,20050407,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050411,873,72446,1,EPS,0.0421,20050411,20050411,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050411,2427,70850,1,EPS,0.0393,20050411,20050411,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050411,2191,1032,1,EPS,0.0375,20050411,20050411,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050412,2334,56181,1,EPS,0.0382,20050412,20050412,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,192,10163,1,EPS,0.0479,20050413,20050623,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,1460,91167,1,EPS,0.0461,20050414,20050414,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,28,1997,1,EPS,0.0479,20050414,20050414,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,2191,1032,1,EPS,0.0432,20050414,20050414,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,308,1924,1,EPS,0.0461,20050414,20050414,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,100,85160,1,EPS,0.0471,20050414,20050414,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,183,8065,1,EPS,0.0464,20050414,20050418,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,2142,75007,1,EPS,0.0482,20050414,20050504,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,220,59325,1,EPS,0.0454,20050414,20050511,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,191,70706,1,EPS,0.0461,20050414,20050603,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,1872,70745,1,EPS,0.0461,20050414,20050607,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,104,78117,1,EPS,0.0461,20050414,20050607,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,2334,56181,1,EPS,0.045,20050414,20050608,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,464,1047,1,EPS,0.0457,20050414,20050627,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,2427,70850,1,EPS,0.0468,20050414,20050629,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,873,72446,1,EPS,0.0486,20050414,20050705,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,118,70648,1,EPS,0.0479,20050414,20050707,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,16,10014,1,EPS,0.0475,20050414,20050711,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050414,899,10362,1,EPS,0.0457,20050414,20050713,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050415,11,938,1,EPS,0.0471,20050415,20050615,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050425,100,85160,1,EPS,0.0486,20050425,20050711,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050525,1460,91167,1,EPS,0.0468,20050525,20050712,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050526,220,59325,1,EPS,0.0471,20050526,20050711,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050606,308,1924,1,EPS,0.0464,20050606,20050607,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050607,2142,75007,1,EPS,0.0493,20050607,20050607,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050607,183,8065,1,EPS,0.0468,20050607,20050708,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050622,1872,70745,1,EPS,0.0479,20050621,20050622,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050628,308,1924,1,EPS,0.0471,20050628,20050712,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050705,104,78117,1,EPS,0.0482,20050705,20050705,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050706,2427,70850,1,EPS,0.0493,20050706,20050708,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050707,191,70706,1,EPS,0.0471,20050707,20050707,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050708,118,70648,1,EPS,0.0482,20050707,20050714,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050708,192,10163,1,EPS,0.0482,20050708,20050708,20050930,20051011,0.0514
AAPL,APPLE COMPUTER,20050711,2334,56181,1,EPS,0.0468,20050711,20050711,20050930,20051011,0.0514
